condition,speed_cm_s,trial,seed,tau,success,lift_mm,mean_tracking_error_pre_contact_mm,mean_tracking_error_after_warmup_mm,contact_tracking_error_mm,max_tracking_error_mm,object_estimation_error_xy_mm,object_estimation_error_theta_deg,target_to_desired_demo_frame_error_xy_mm,target_to_object_contact_offset_error_mm,ee_to_target_error_xy_mm,ee_to_target_error_3d_mm,mean_ee_to_target_error_pre_contact_mm,mean_ee_to_target_error_contact_window_mm,max_ee_to_target_error_mm,contact_window_ee_to_object_xy_mm,contact_window_ee_to_target_xy_mm,contact_window_target_to_object_xy_mm,gripper_close_sim_t,gripper_close_t_demo,contact_position_error_mm,orientation_error_deg,approach_error_mm,progress_pct,main_failure,n_attempts,runtime_s
dynamic_tau0,8.000,10,42,0.000,0,0.135,48.853,48.687,nan,218.207,48.853,nan,49.017,49.010,13.845,30.197,13.845,7.263,206.450,35.538,7.263,35.847,3.733,2.508,inf,inf,inf,73.036,attempt_limit,3,4.034
dynamic_cv,2.000,1,42,0.100,0,-0.010,61.550,60.528,nan,259.371,61.550,nan,70.902,70.888,13.864,23.643,13.864,3.210,462.934,62.619,3.210,64.842,3.267,2.503,inf,inf,inf,81.527,attempt_limit,3,3.630
dynamic_cv,2.000,2,42,0.100,1,131.848,55.533,54.181,30.429,260.244,55.533,nan,74.297,74.279,25.817,33.996,25.817,1.036,464.749,29.728,1.036,30.393,3.467,2.511,1.005,1.758,1.045,96.178,none,1,9.348
dynamic_cv,2.000,3,42,0.100,0,-0.010,58.413,56.947,nan,260.563,58.413,nan,67.622,67.617,13.546,23.712,13.546,1.595,464.742,75.182,1.595,76.521,3.300,2.504,inf,inf,inf,84.109,attempt_limit,3,3.490
dynamic_cv,2.000,4,42,0.100,1,251.687,34.739,22.387,15.852,185.614,34.739,nan,51.492,51.449,21.142,30.763,21.142,0.911,467.177,13.786,0.911,14.635,3.367,2.524,0.807,5.374,0.931,96.630,none,1,9.294
dynamic_cv,2.000,5,42,0.100,0,-0.010,59.887,60.204,nan,198.962,59.887,nan,68.445,68.445,13.760,25.096,13.760,5.143,467.169,49.467,5.143,50.311,3.500,2.527,inf,inf,inf,80.302,attempt_limit,3,3.637
dynamic_cv,2.000,6,42,0.100,1,101.633,54.591,55.310,11.816,203.905,54.591,nan,72.133,72.107,23.811,37.087,23.811,0.613,469.732,7.165,0.613,7.446,3.367,2.525,0.351,4.305,0.634,96.631,none,1,9.354
dynamic_cv,2.000,7,42,0.100,0,-0.010,67.253,69.942,nan,193.137,67.253,nan,75.694,75.695,13.136,24.561,13.136,9.505,469.732,81.350,9.505,77.624,3.333,2.513,inf,inf,inf,84.675,attempt_limit,3,3.480
dynamic_cv,2.000,8,42,0.100,0,-0.010,65.235,68.987,nan,210.624,65.235,nan,74.185,74.178,13.127,25.291,13.127,2.256,471.101,84.155,2.256,86.204,2.800,2.514,inf,inf,inf,88.643,attempt_limit,3,3.303
dynamic_cv,2.000,9,42,0.100,0,-0.010,77.884,83.802,nan,201.501,77.884,nan,86.392,86.393,13.422,24.761,13.422,11.552,471.953,84.071,11.552,82.043,2.800,2.501,inf,inf,inf,88.257,attempt_limit,3,3.323
dynamic_cv,2.000,10,42,0.100,0,-0.010,65.751,70.709,nan,199.270,65.751,nan,74.637,74.624,12.621,23.965,12.621,9.378,473.406,62.498,9.378,61.210,2.800,2.518,inf,inf,inf,85.390,attempt_limit,3,3.506
dynamic_cv,4.000,1,42,0.100,1,108.788,56.826,54.840,20.016,260.337,56.826,nan,66.299,66.271,14.775,26.910,14.775,9.009,462.934,44.008,9.009,43.214,3.333,2.501,2.147,18.078,2.068,93.235,none,3,9.560
dynamic_cv,4.000,2,42,0.100,1,115.610,63.180,60.737,24.489,261.981,63.180,nan,72.359,72.335,14.971,27.743,14.971,2.243,464.740,50.089,2.243,51.529,3.367,2.501,2.543,19.616,2.445,93.215,none,3,9.356
dynamic_cv,4.000,3,42,0.100,1,278.166,61.039,66.109,12.067,201.232,61.039,nan,80.083,80.053,24.181,39.384,24.181,14.130,467.167,50.435,14.130,42.979,3.333,2.511,1.854,1.844,1.879,66.411,none,1,9.255
dynamic_cv,4.000,4,42,0.100,0,-0.010,69.473,74.237,nan,205.927,69.473,nan,77.616,77.598,12.717,25.424,12.717,2.984,470.000,71.949,2.984,74.099,2.800,2.509,inf,inf,inf,87.529,attempt_limit,3,3.522
dynamic_cv,4.000,5,42,0.100,1,108.758,50.367,53.516,18.334,204.674,50.367,nan,58.832,58.803,12.915,24.670,12.915,9.809,471.953,48.669,9.809,47.373,2.867,2.518,2.098,17.765,2.035,95.190,none,3,9.362
dynamic_cv,4.000,6,42,0.100,1,108.041,50.940,53.327,32.397,202.409,50.940,nan,57.894,57.886,13.522,26.224,13.522,3.790,465.866,50.992,3.790,52.995,3.000,2.504,1.081,16.026,17.333,94.167,none,3,9.450
dynamic_cv,4.000,7,42,0.100,1,319.461,28.582,27.905,20.817,204.603,28.582,nan,40.909,40.942,19.817,25.748,19.817,3.997,468.273,27.536,3.997,24.963,3.000,2.530,2.003,0.759,2.044,50.567,none,1,9.271
dynamic_cv,4.000,8,42,0.100,1,348.878,26.374,24.652,31.543,206.663,26.374,nan,40.819,40.825,20.065,26.506,20.065,4.564,470.710,24.196,4.564,26.463,3.033,2.526,2.682,3.449,2.723,38.041,none,1,9.219
dynamic_cv,4.000,9,42,0.100,1,102.208,49.356,51.391,29.827,199.533,49.356,nan,56.053,56.048,13.957,27.308,13.957,4.108,465.646,52.685,4.108,55.338,3.033,2.518,1.898,16.741,18.170,94.163,none,3,9.579
dynamic_cv,4.000,10,42,0.100,0,106.012,40.845,42.202,17.885,196.266,40.845,nan,46.669,46.666,11.985,22.307,11.985,8.337,468.363,43.697,8.337,42.617,2.867,2.503,2.267,20.400,2.160,95.279,orientation,3,9.553
dynamic_cv,6.000,1,42,0.100,1,111.775,57.690,57.484,26.653,264.909,57.690,nan,70.028,70.000,19.102,32.712,19.102,10.452,462.933,34.923,10.452,34.323,3.367,2.501,1.741,18.850,14.486,93.818,none,2,9.702
dynamic_cv,6.000,2,42,0.100,1,347.318,64.266,73.204,35.966,201.515,64.266,nan,83.987,83.950,24.350,40.312,24.350,15.174,467.174,67.548,15.174,62.594,3.400,2.514,3.113,7.754,3.141,38.282,none,1,9.375
dynamic_cv,6.000,3,42,0.100,1,120.848,53.516,56.754,37.503,244.228,53.516,nan,60.675,60.658,16.662,29.233,16.662,18.178,470.000,63.518,18.178,51.779,2.900,2.506,0.816,13.646,0.866,93.409,none,3,9.420
dynamic_cv,6.000,4,42,0.100,1,108.004,45.798,48.655,25.985,198.908,45.798,nan,53.709,53.703,16.423,27.593,16.423,12.528,463.476,36.639,12.528,33.643,3.000,2.533,1.771,18.290,13.950,95.109,none,2,9.779
dynamic_cv,6.000,5,42,0.100,1,329.594,24.614,22.358,11.985,204.697,24.614,nan,36.442,36.465,20.406,26.661,20.406,5.025,467.406,23.503,5.025,24.397,3.100,2.522,3.203,8.097,6.922,38.843,none,1,9.372
dynamic_cv,6.000,6,42,0.100,1,111.147,43.526,45.770,26.287,199.054,43.526,nan,51.178,51.172,16.431,28.206,16.431,12.376,470.651,31.102,12.376,28.601,2.967,2.512,1.933,18.639,15.665,95.211,none,2,9.577
dynamic_cv,6.000,7,42,0.100,1,343.394,23.407,18.374,24.992,275.420,23.407,nan,37.280,37.297,23.873,29.914,23.873,3.023,467.665,13.326,3.023,14.751,3.200,2.511,2.944,10.484,2.976,40.398,none,1,9.525
dynamic_cv,6.000,8,42,0.100,0,99.474,44.229,45.763,20.696,268.247,44.229,nan,51.953,51.953,18.544,28.759,18.544,12.070,463.983,33.446,12.070,31.023,3.133,2.511,1.897,20.631,13.574,94.727,orientation,2,9.678
dynamic_cv,6.000,9,42,0.100,0,-0.010,35.125,35.988,nan,184.691,35.125,nan,40.320,40.325,12.975,23.908,12.975,8.865,461.556,23.066,8.865,21.647,3.100,2.517,inf,inf,inf,83.216,attempt_limit,3,3.861
dynamic_cv,6.000,10,42,0.100,1,278.760,41.529,43.496,17.145,185.396,41.529,nan,48.732,48.716,14.124,26.907,14.124,5.667,464.903,41.274,5.667,42.636,3.067,2.530,2.860,7.056,2.890,59.221,none,3,9.450
dynamic_cv,8.000,1,42,0.100,0,-0.010,50.612,50.750,nan,261.765,50.612,nan,60.780,60.766,17.108,29.382,17.108,10.875,463.302,58.438,10.875,55.909,3.500,2.518,inf,inf,inf,78.526,attempt_limit,3,3.715
dynamic_cv,8.000,2,42,0.100,0,-0.010,42.218,44.033,nan,192.308,42.218,nan,50.879,50.858,15.241,27.691,15.241,5.711,469.732,42.175,5.711,43.719,3.067,2.505,inf,inf,inf,79.015,attempt_limit,3,3.693
dynamic_cv,8.000,3,42,0.100,0,-0.010,39.686,40.697,nan,199.703,39.686,nan,45.863,45.859,14.545,25.245,14.545,3.642,473.406,31.757,3.642,33.752,3.067,2.521,inf,inf,inf,81.506,attempt_limit,3,3.558
dynamic_cv,8.000,4,42,0.100,0,127.189,40.857,42.472,26.784,204.964,40.857,nan,47.072,47.071,17.590,28.349,17.590,4.858,467.393,28.068,4.858,28.499,3.033,2.528,0.804,16.424,20.138,94.541,approach,2,9.484
dynamic_cv,8.000,5,42,0.100,0,-0.010,35.901,36.605,nan,199.725,35.901,nan,41.363,41.367,14.235,24.496,14.235,4.891,465.646,32.462,4.891,33.463,3.133,2.523,inf,inf,inf,79.674,attempt_limit,3,3.786
dynamic_cv,8.000,6,42,0.100,1,250.269,38.149,38.345,28.307,267.387,38.149,nan,43.979,43.984,15.842,25.854,15.842,7.535,463.983,37.550,7.535,36.851,3.233,2.507,4.113,10.457,17.261,84.847,none,3,9.295
dynamic_cv,8.000,7,42,0.100,0,-0.010,38.240,39.669,nan,184.592,38.240,nan,43.483,43.484,14.428,24.628,14.428,5.316,461.869,42.664,5.316,42.457,3.200,2.516,inf,inf,inf,79.408,attempt_limit,3,3.777
dynamic_cv,8.000,8,42,0.100,1,309.640,37.962,41.074,18.935,163.674,37.962,nan,46.393,46.388,17.568,29.484,17.568,4.504,462.701,53.478,4.504,53.655,3.233,2.518,2.538,9.201,4.425,55.416,none,2,9.178
dynamic_cv,8.000,9,42,0.100,1,145.142,49.037,57.835,22.621,179.515,49.037,nan,62.665,62.637,28.716,42.254,28.716,27.827,453.191,80.697,27.827,66.158,3.700,2.512,2.633,15.481,14.548,94.792,none,1,9.334
dynamic_cv,8.000,10,42,0.100,0,334.743,63.792,70.578,18.481,249.491,63.792,nan,78.548,78.518,29.370,49.863,29.370,8.191,450.304,36.361,8.191,36.313,4.067,2.531,4.098,21.027,5.490,54.191,orientation,1,9.255
dynamic_ct,2.000,1,42,0.100,0,-0.010,61.550,60.528,nan,259.371,61.550,nan,70.902,70.888,13.864,23.643,13.864,3.210,462.934,62.619,3.210,64.842,3.267,2.503,inf,inf,inf,81.527,attempt_limit,3,3.638
dynamic_ct,2.000,2,42,0.100,1,131.848,55.533,54.181,30.429,260.244,55.533,nan,74.297,74.279,25.817,33.996,25.817,1.036,464.749,29.728,1.036,30.393,3.467,2.511,1.005,1.758,1.045,96.178,none,1,9.535
dynamic_ct,2.000,3,42,0.100,0,-0.010,58.413,56.947,nan,260.563,58.413,nan,67.622,67.617,13.546,23.712,13.546,1.595,464.742,75.182,1.595,76.521,3.300,2.504,inf,inf,inf,84.109,attempt_limit,3,3.708
dynamic_ct,2.000,4,42,0.100,1,251.687,34.739,22.387,15.852,185.614,34.739,nan,51.492,51.449,21.142,30.763,21.142,0.911,467.177,13.786,0.911,14.635,3.367,2.524,0.807,5.374,0.931,96.630,none,1,9.288
dynamic_ct,2.000,5,42,0.100,0,-0.010,59.887,60.204,nan,198.962,59.887,nan,68.445,68.445,13.760,25.096,13.760,5.143,467.169,49.467,5.143,50.311,3.500,2.527,inf,inf,inf,80.302,attempt_limit,3,3.830
dynamic_ct,2.000,6,42,0.100,1,101.633,54.591,55.310,11.816,203.905,54.591,nan,72.133,72.107,23.811,37.087,23.811,0.613,469.732,7.165,0.613,7.446,3.367,2.525,0.351,4.305,0.634,96.631,none,1,9.388
dynamic_ct,2.000,7,42,0.100,0,-0.010,67.253,69.942,nan,193.137,67.253,nan,75.694,75.695,13.136,24.561,13.136,9.505,469.732,81.350,9.505,77.624,3.333,2.513,inf,inf,inf,84.675,attempt_limit,3,3.440
dynamic_ct,2.000,8,42,0.100,0,-0.010,65.235,68.987,nan,210.624,65.235,nan,74.185,74.178,13.127,25.291,13.127,2.256,471.101,84.155,2.256,86.204,2.800,2.514,inf,inf,inf,88.643,attempt_limit,3,3.328
dynamic_ct,2.000,9,42,0.100,0,-0.010,77.884,83.802,nan,201.501,77.884,nan,86.392,86.393,13.422,24.761,13.422,11.552,471.953,84.071,11.552,82.043,2.800,2.501,inf,inf,inf,88.257,attempt_limit,3,3.320
dynamic_ct,2.000,10,42,0.100,0,-0.010,65.751,70.709,nan,199.270,65.751,nan,74.637,74.624,12.621,23.965,12.621,9.378,473.406,62.498,9.378,61.210,2.800,2.518,inf,inf,inf,85.390,attempt_limit,3,3.665
dynamic_ct,4.000,1,42,0.100,1,108.768,56.826,54.840,20.016,260.337,56.826,nan,66.299,66.271,14.775,26.910,14.775,9.009,462.934,44.008,9.009,43.214,3.333,2.501,2.147,18.078,2.068,93.235,none,3,9.797
dynamic_ct,4.000,2,42,0.100,1,115.581,63.180,60.737,24.489,261.981,63.180,nan,72.359,72.335,14.971,27.743,14.971,2.243,464.740,50.092,2.243,51.532,3.367,2.501,2.543,19.616,2.445,93.215,none,3,9.432
dynamic_ct,4.000,3,42,0.100,1,277.785,61.039,66.109,12.067,201.232,61.039,nan,80.083,80.053,24.181,39.384,24.181,14.130,467.167,50.435,14.130,42.979,3.333,2.511,1.854,1.844,1.879,66.411,none,1,9.292
dynamic_ct,4.000,4,42,0.100,0,-0.010,69.473,74.237,nan,205.927,69.473,nan,77.616,77.598,12.717,25.424,12.717,2.984,470.000,71.949,2.984,74.099,2.800,2.509,inf,inf,inf,87.529,attempt_limit,3,3.488
dynamic_ct,4.000,5,42,0.100,1,108.758,50.367,53.516,18.334,204.674,50.367,nan,58.832,58.803,12.915,24.670,12.915,9.809,471.953,48.669,9.809,47.373,2.867,2.518,2.098,17.765,2.035,95.190,none,3,9.705
dynamic_ct,4.000,6,42,0.100,1,108.047,50.940,53.327,32.397,202.409,50.940,nan,57.894,57.886,13.522,26.224,13.522,3.790,465.866,50.992,3.790,52.995,3.000,2.504,1.081,16.026,17.333,94.167,none,3,9.601
dynamic_ct,4.000,7,42,0.100,1,322.685,28.582,27.905,20.817,204.603,28.582,nan,40.909,40.942,19.817,25.748,19.817,3.997,468.273,27.536,3.997,24.963,3.000,2.530,2.003,0.759,2.044,50.567,none,1,9.202
dynamic_ct,4.000,8,42,0.100,1,351.606,26.374,24.652,31.543,206.663,26.374,nan,40.819,40.825,20.065,26.506,20.065,4.564,470.710,24.196,4.564,26.463,3.033,2.526,2.682,3.449,2.723,38.041,none,1,9.269
dynamic_ct,4.000,9,42,0.100,1,101.954,49.356,51.391,29.827,199.533,49.356,nan,56.053,56.048,13.957,27.308,13.957,4.108,465.646,52.685,4.108,55.338,3.033,2.518,1.898,16.742,18.170,94.163,none,3,9.575
dynamic_ct,4.000,10,42,0.100,0,106.008,40.845,42.202,17.885,196.266,40.845,nan,46.669,46.666,11.985,22.307,11.985,8.337,468.363,43.696,8.337,42.616,2.867,2.503,2.267,20.400,2.160,95.279,orientation,3,9.597
dynamic_ct,6.000,1,42,0.100,1,112.200,57.690,57.484,26.653,264.909,57.690,nan,70.028,70.000,19.102,32.712,19.102,10.452,462.933,34.923,10.452,34.322,3.367,2.501,1.741,18.850,14.487,93.818,none,2,9.636
dynamic_ct,6.000,2,42,0.100,1,350.044,64.266,73.204,35.966,201.515,64.266,nan,83.987,83.950,24.350,40.312,24.350,15.174,467.174,67.548,15.174,62.594,3.400,2.514,3.113,7.754,3.141,38.282,none,1,9.350
dynamic_ct,6.000,3,42,0.100,1,119.142,53.785,57.064,32.161,244.228,53.785,nan,60.977,60.957,16.686,29.367,16.686,18.263,470.000,64.085,18.263,52.428,2.900,2.506,0.840,13.437,0.901,93.459,none,3,9.300
dynamic_ct,6.000,4,42,0.100,1,111.281,45.798,48.655,25.985,198.908,45.798,nan,53.709,53.703,16.422,27.593,16.422,12.527,463.476,36.634,12.527,33.638,3.000,2.533,1.705,18.294,13.950,95.109,none,2,9.606
dynamic_ct,6.000,5,42,0.100,1,330.414,24.614,22.358,11.985,204.697,24.614,nan,36.442,36.465,20.406,26.661,20.406,5.025,467.406,23.503,5.025,24.397,3.100,2.522,3.203,8.097,6.922,38.843,none,1,9.574
dynamic_ct,6.000,6,42,0.100,1,111.277,43.526,45.770,26.287,199.054,43.526,nan,51.178,51.172,16.431,28.206,16.431,12.375,470.651,31.102,12.375,28.602,2.967,2.512,1.924,18.644,15.665,95.211,none,2,9.502
dynamic_ct,6.000,7,42,0.100,1,342.100,23.407,18.374,24.992,275.420,23.407,nan,37.280,37.297,23.873,29.914,23.873,3.023,467.665,13.326,3.023,14.751,3.200,2.511,2.944,10.484,2.976,40.398,none,1,9.257
dynamic_ct,6.000,8,42,0.100,0,98.305,44.229,45.763,20.696,268.247,44.229,nan,51.953,51.953,18.544,28.759,18.544,12.070,463.983,33.446,12.070,31.023,3.133,2.511,1.897,20.630,13.572,94.727,orientation,2,9.694
dynamic_ct,6.000,9,42,0.100,0,-0.010,35.125,35.988,nan,184.691,35.125,nan,40.320,40.325,12.975,23.908,12.975,8.865,461.556,23.066,8.865,21.647,3.100,2.517,inf,inf,inf,83.216,attempt_limit,3,3.828
dynamic_ct,6.000,10,42,0.100,1,280.429,41.529,43.496,17.145,185.396,41.529,nan,48.732,48.716,14.124,26.907,14.124,5.667,464.903,41.274,5.667,42.636,3.067,2.530,2.860,7.056,2.890,59.221,none,3,9.256
dynamic_ct,8.000,1,42,0.100,0,-0.010,50.612,50.750,nan,261.765,50.612,nan,60.780,60.766,17.108,29.382,17.108,10.875,463.302,58.437,10.875,55.909,3.500,2.518,inf,inf,inf,78.526,attempt_limit,3,3.755
dynamic_ct,8.000,2,42,0.100,0,-0.010,42.218,44.033,nan,192.308,42.218,nan,50.879,50.858,15.241,27.691,15.241,5.711,469.732,42.175,5.711,43.719,3.067,2.505,inf,inf,inf,79.015,attempt_limit,3,3.682
dynamic_ct,8.000,3,42,0.100,0,-0.010,39.686,40.697,nan,199.703,39.686,nan,45.863,45.859,14.545,25.245,14.545,3.642,473.406,31.757,3.642,33.752,3.067,2.521,inf,inf,inf,81.506,attempt_limit,3,3.592
dynamic_ct,8.000,4,42,0.100,0,127.189,40.857,42.472,26.784,204.964,40.857,nan,47.072,47.071,17.590,28.349,17.590,4.858,467.393,28.068,4.858,28.499,3.033,2.528,0.804,16.424,20.138,94.541,approach,2,9.286
dynamic_ct,8.000,5,42,0.100,0,-0.010,35.901,36.605,nan,199.725,35.901,nan,41.363,41.367,14.235,24.496,14.235,4.891,465.646,32.462,4.891,33.463,3.133,2.523,inf,inf,inf,79.674,attempt_limit,3,3.807
dynamic_ct,8.000,6,42,0.100,1,250.469,38.149,38.345,28.307,267.387,38.149,nan,43.979,43.984,15.842,25.854,15.842,7.535,463.983,37.550,7.535,36.851,3.233,2.507,4.113,10.457,17.261,84.847,none,3,9.254
dynamic_ct,8.000,7,42,0.100,0,-0.010,38.240,39.669,nan,184.592,38.240,nan,43.483,43.484,14.428,24.628,14.428,5.316,461.869,42.664,5.316,42.457,3.200,2.516,inf,inf,inf,79.408,attempt_limit,3,3.722
dynamic_ct,8.000,8,42,0.100,1,309.369,37.962,41.074,18.935,163.674,37.962,nan,46.393,46.388,17.568,29.484,17.568,4.504,462.701,53.478,4.504,53.655,3.233,2.518,2.538,9.201,4.425,55.416,none,2,9.343
dynamic_ct,8.000,9,42,0.100,1,144.944,49.037,57.835,22.621,179.515,49.037,nan,62.665,62.637,28.724,42.265,28.724,27.844,453.191,80.707,27.844,66.155,3.700,2.512,2.633,15.390,14.542,94.791,none,1,9.521
dynamic_ct,8.000,10,42,0.100,0,335.330,63.792,70.578,18.481,249.491,63.792,nan,78.548,78.518,29.369,49.862,29.369,8.189,450.304,36.351,8.189,36.314,4.067,2.531,4.104,21.026,5.490,54.125,orientation,1,9.149
